,time,ta,hr,pr,rs,vv,vn,ve
2020-04-08 23:00:00,2020-04-08 23:00:00,13.9033,90.6667,966.495,0.0,8.08333,2.45115,-7.62417
2020-04-09 00:00:00,2020-04-09 00:00:00,13.7833,91.8333,966.095,0.0,9.18333,1.34833,-9.05527
2020-04-09 01:00:00,2020-04-09 01:00:00,13.49,95.3333,965.608,0.0,7.56667,1.09588,-7.47807
2020-04-09 02:00:00,2020-04-09 02:00:00,13.2517,97.3333,965.033,0.0,6.08333,1.22696,-5.87593
2020-04-09 03:00:00,2020-04-09 03:00:00,12.9983,99.6667,964.472,0.0,5.25,1.31917,-5.03744
2020-04-09 04:00:00,2020-04-09 04:00:00,12.8817,100.0,963.908,0.0,7.2,1.61297,-6.90328
2020-04-09 05:00:00,2020-04-09 05:00:00,12.7567,100.0,963.505,0.0,9.56667,4.46549,-8.41698
2020-04-09 06:00:00,2020-04-09 06:00:00,12.5783,100.0,963.197,0.0,14.8667,8.94772,-11.8402
2020-04-09 07:00:00,2020-04-09 07:00:00,12.545,100.0,963.115,11.1667,18.0833,8.74453,-15.7658
2020-04-09 08:00:00,2020-04-09 08:00:00,12.6967,100.0,963.34,45.5,17.6,5.11691,-16.76
2020-04-09 09:00:00,2020-04-09 09:00:00,12.89,100.0,963.485,87.5,14.2833,3.89453,-13.4207
2020-04-09 10:00:00,2020-04-09 10:00:00,12.9733,100.0,963.442,191.667,18.9167,12.9285,-13.6443
2020-04-09 11:00:00,2020-04-09 11:00:00,13.2433,100.0,963.532,152.0,15.25,4.97774,-14.3408
2020-04-09 12:00:00,2020-04-09 12:00:00,13.36,100.0,963.433,121.0,14.1833,9.76651,-10.2499
2020-04-09 13:00:00,2020-04-09 13:00:00,13.435,100.0,963.13,173.5,17.1667,12.485,-11.7126
2020-04-09 14:00:00,2020-04-09 14:00:00,13.6417,100.0,963.095,260.667,19.0,16.2343,-9.5903
2020-04-09 15:00:00,2020-04-09 15:00:00,13.65,100.0,963.187,248.5,16.4333,14.9088,-6.73077
2020-04-09 16:00:00,2020-04-09 16:00:00,13.715,100.0,963.285,197.0,11.5667,10.9806,-3.59519
2020-04-09 17:00:00,2020-04-09 17:00:00,13.5217,100.0,963.605,65.0,5.65,5.4947,-1.29743
2020-04-09 18:00:00,2020-04-09 18:00:00,13.045,100.0,964.083,57.6667,6.51667,6.42402,-0.983395
2020-04-09 19:00:00,2020-04-09 19:00:00,12.9117,100.0,964.602,10.6667,4.85,4.73017,-1.00946
2020-04-09 20:00:00,2020-04-09 20:00:00,12.7833,100.0,965.102,0.0,6.03333,5.95567,-0.860683
2020-04-09 21:00:00,2020-04-09 21:00:00,12.6067,100.0,965.77,0.0,6.41667,6.21517,-1.49837
2020-04-09 22:00:00,2020-04-09 22:00:00,12.5083,100.0,965.965,0.0,9.75,9.26652,-3.02524
2020-04-09 23:00:00,2020-04-09 23:00:00,12.4783,100.0,965.977,0.0,9.26667,8.80672,-2.87306
2020-04-10 00:00:00,2020-04-10 00:00:00,12.4233,100.0,965.847,0.0,7.93333,7.77076,-1.58395
2020-04-10 01:00:00,2020-04-10 01:00:00,12.3617,100.0,965.777,0.0,7.08333,6.78953,-1.9659
2020-04-10 02:00:00,2020-04-10 02:00:00,12.36,100.0,965.662,0.0,4.11667,3.8963,0.282366
2020-04-10 03:00:00,2020-04-10 03:00:00,12.3283,100.0,965.642,0.0,4.1,4.06807,-0.40674
2020-04-10 04:00:00,2020-04-10 04:00:00,12.3333,100.0,965.628,0.0,5.61667,5.38909,-1.51067
2020-04-10 05:00:00,2020-04-10 05:00:00,12.1967,100.0,965.857,0.0,4.33333,2.89691,3.16122
2020-04-10 06:00:00,2020-04-10 06:00:00,12.035,100.0,965.893,0.0,2.93333,1.80243,2.30477
2020-04-10 07:00:00,2020-04-10 07:00:00,11.8817,100.0,966.162,8.0,3.68333,2.01038,3.08339
2020-04-10 08:00:00,2020-04-10 08:00:00,11.72,100.0,966.465,31.1667,4.2,2.05531,3.65575
2020-04-10 09:00:00,2020-04-10 09:00:00,11.715,100.0,966.837,78.6667,6.58333,2.38098,6.1054
2020-04-10 10:00:00,2020-04-10 10:00:00,11.6867,100.0,967.312,113.333,4.43333,2.26281,3.80399
2020-04-10 11:00:00,2020-04-10 11:00:00,11.5717,100.0,967.662,178.0,5.03333,1.84032,4.5975
2020-04-10 12:00:00,2020-04-10 12:00:00,11.84,100.0,967.66,222.167,3.3,2.02321,2.37474
2020-04-10 13:00:00,2020-04-10 13:00:00,11.7517,100.0,967.568,158.5,3.53333,2.24864,2.50489
2020-04-10 14:00:00,2020-04-10 14:00:00,11.6433,100.0,967.437,197.167,3.68333,2.23532,2.87975
2020-04-10 15:00:00,2020-04-10 15:00:00,11.865,100.0,967.24,265.0,4.38333,2.38516,3.66806
2020-04-10 16:00:00,2020-04-10 16:00:00,11.7583,100.0,967.21,142.833,2.9,1.87033,1.97957
2020-04-10 17:00:00,2020-04-10 17:00:00,11.47,100.0,967.34,139.5,3.36667,1.74783,2.83275
2020-04-10 18:00:00,2020-04-10 18:00:00,11.4167,100.0,967.548,81.6667,3.15,2.05796,2.12362
2020-04-10 19:00:00,2020-04-10 19:00:00,10.9983,100.0,967.77,27.1667,1.56667,1.46265,0.191008
2020-04-10 20:00:00,2020-04-10 20:00:00,10.8233,100.0,967.945,0.0,1.25,0.759525,0.968643
2020-04-10 21:00:00,2020-04-10 21:00:00,10.6767,100.0,968.458,0.0,1.23333,0.783203,0.927601
2020-04-10 22:00:00,2020-04-10 22:00:00,10.6033,100.0,968.752,0.0,1.13333,0.417953,1.0237
2020-04-10 23:00:00,2020-04-10 23:00:00,10.5833,100.0,968.458,0.0,1.08333,0.682267,0.769031
2020-04-11 00:00:00,2020-04-11 00:00:00,10.3383,100.0,968.23,0.0,0.783333,0.567034,0.479764
2020-04-11 01:00:00,2020-04-11 01:00:00,10.0967,100.0,968.027,0.0,0.733333,0.666272,-0.0786867
2020-04-11 02:00:00,2020-04-11 02:00:00,10.1783,100.0,967.787,0.0,0.266667,0.172096,0.13736
2020-04-11 03:00:00,2020-04-11 03:00:00,10.2033,100.0,967.445,0.0,1.23333,0.379846,1.15952
2020-04-11 04:00:00,2020-04-11 04:00:00,10.1783,100.0,967.317,0.0,0.716667,0.562263,0.388429
2020-04-11 05:00:00,2020-04-11 05:00:00,10.065,100.0,967.32,0.0,0.933333,0.490911,0.786859
2020-04-11 06:00:00,2020-04-11 06:00:00,9.805,100.0,967.315,0.0,0.7,0.281144,0.609957
2020-04-11 07:00:00,2020-04-11 07:00:00,9.705,100.0,967.482,38.3333,0.233333,0.0847481,0.203111
2020-04-11 08:00:00,2020-04-11 08:00:00,10.0467,100.0,967.783,122.0,0.35,0.329743,-0.113912
2020-04-11 09:00:00,2020-04-11 09:00:00,10.6983,100.0,967.867,144.333,0.566667,0.400392,-0.177303
2020-04-11 10:00:00,2020-04-11 10:00:00,11.3067,98.8333,967.887,234.833,1.83333,-1.1095,0.696909
2020-04-11 11:00:00,2020-04-11 11:00:00,11.1183,97.6667,968.077,85.8333,1.68333,-0.126768,1.60905
2020-04-11 12:00:00,2020-04-11 12:00:00,11.325,97.5,967.887,131.667,2.23333,-0.469376,2.02543
2020-04-11 13:00:00,2020-04-11 13:00:00,11.5717,95.8333,967.598,152.0,2.45,-0.964042,2.14851
2020-04-11 14:00:00,2020-04-11 14:00:00,12.045,93.6667,967.292,356.167,3.85,0.0651988,3.83327
2020-04-11 15:00:00,2020-04-11 15:00:00,12.8217,90.6667,966.7,534.333,6.08333,0.049869,6.02233
2020-04-11 16:00:00,2020-04-11 16:00:00,13.0083,89.6667,966.343,456.167,6.45,-0.0813805,6.41604
2020-04-11 17:00:00,2020-04-11 17:00:00,11.8883,96.0,966.16,137.167,5.88333,0.536081,5.81141
2020-04-11 18:00:00,2020-04-11 18:00:00,11.48,95.3333,966.19,110.5,6.33333,0.744063,6.2867
2020-04-11 19:00:00,2020-04-11 19:00:00,11.6117,94.5,966.148,73.3333,4.66667,0.3355,4.63647
2020-04-11 20:00:00,2020-04-11 20:00:00,10.8667,98.3333,966.098,1.33333,3.21667,-0.896864,2.99009
2020-04-11 21:00:00,2020-04-11 21:00:00,10.8617,99.3333,966.45,0.0,5.31667,-2.47333,4.70555
2020-04-11 22:00:00,2020-04-11 22:00:00,11.1267,98.1667,966.613,0.0,3.93333,-2.29066,3.19135
2020-04-11 23:00:00,2020-04-11 23:00:00,11.125,97.0,966.287,0.0,4.16667,-3.11666,2.68568
2020-04-12 00:00:00,2020-04-12 00:00:00,11.0283,94.8333,965.908,0.0,3.36667,-2.40849,1.37418
2020-04-12 01:00:00,2020-04-12 01:00:00,11.075,92.8333,965.773,0.0,4.06667,-3.88166,-0.583
2020-04-12 02:00:00,2020-04-12 02:00:00,11.8,90.1667,965.335,0.0,2.35,-1.75562,-1.26557
2020-04-12 03:00:00,2020-04-12 03:00:00,12.1417,84.3333,964.912,0.0,3.25,-2.78638,-0.69942
2020-04-12 04:00:00,2020-04-12 04:00:00,11.46,89.8333,964.588,0.0,3.5,-2.76219,-1.76867
2020-04-12 05:00:00,2020-04-12 05:00:00,11.205,89.8333,964.295,0.0,3.58333,-2.23549,-2.67616
2020-04-12 06:00:00,2020-04-12 06:00:00,11.8983,85.1667,964.107,0.0,2.68333,-1.80423,0.6839
2020-04-12 07:00:00,2020-04-12 07:00:00,11.0417,89.1667,964.35,59.6667,4.3,-1.47273,-4.00129
2020-04-12 08:00:00,2020-04-12 08:00:00,10.7833,94.5,964.532,253.833,5.76667,-1.26403,-5.50783
2020-04-12 09:00:00,2020-04-12 09:00:00,11.7667,91.0,964.193,462.667,7.55,1.04492,-7.43403
2020-04-12 10:00:00,2020-04-12 10:00:00,13.3583,86.8333,964.332,617.833,2.73333,0.289306,0.332067
2020-04-12 11:00:00,2020-04-12 11:00:00,14.7867,82.5,964.265,720.167,3.48333,1.21829,3.21022
2020-04-12 12:00:00,2020-04-12 12:00:00,14.8083,84.8333,963.772,895.667,3.95,0.561587,3.79955
2020-04-12 13:00:00,2020-04-12 13:00:00,14.72,85.1667,963.232,901.333,5.8,0.888593,5.70222
2020-04-12 14:00:00,2020-04-12 14:00:00,13.2467,90.3333,962.803,523.833,7.05,1.18656,6.85669
2020-04-12 15:00:00,2020-04-12 15:00:00,13.3267,89.5,962.213,387.333,5.26667,2.18853,4.61764
2020-04-12 16:00:00,2020-04-12 16:00:00,12.9067,89.6667,961.307,282.833,5.63333,2.58409,4.91636
2020-04-12 17:00:00,2020-04-12 17:00:00,11.5717,93.6667,960.738,110.0,7.45,3.10422,6.71341
2020-04-12 18:00:00,2020-04-12 18:00:00,10.945,99.0,960.225,51.5,7.98333,1.84698,7.74688
2020-04-12 19:00:00,2020-04-12 19:00:00,10.5367,99.8333,959.858,23.3333,8.45,1.76295,8.26048
2020-04-12 20:00:00,2020-04-12 20:00:00,10.24,100.0,959.758,6.0,9.9,0.765119,9.85424
2020-04-12 21:00:00,2020-04-12 21:00:00,10.145,100.0,959.773,6.0,8.16667,0.454177,8.11462
2020-04-12 22:00:00,2020-04-12 22:00:00,9.97333,100.0,959.373,6.0,8.85,1.14045,8.76591
2020-04-12 23:00:00,2020-04-12 23:00:00,9.38,100.0,958.707,6.0,8.55,2.24844,8.23639
2020-04-13 00:00:00,2020-04-13 00:00:00,8.99833,100.0,957.98,6.0,7.2,2.75668,6.64679
2020-04-13 01:00:00,2020-04-13 01:00:00,8.98833,100.0,957.138,0.0,3.6,1.25295,2.90073
2020-04-13 02:00:00,2020-04-13 02:00:00,7.62167,100.0,956.585,0.0,9.61667,-1.16502,9.53014
2020-04-13 03:00:00,2020-04-13 03:00:00,6.30333,100.0,955.992,0.0,11.1833,-3.70664,10.5461
2020-04-13 04:00:00,2020-04-13 04:00:00,6.17,100.0,955.645,0.0,5.78333,-2.50327,5.15812
2020-04-13 05:00:00,2020-04-13 05:00:00,5.74167,100.0,955.288,0.0,3.16667,-2.2076,2.23829
2020-04-13 06:00:00,2020-04-13 06:00:00,5.47833,98.1667,954.91,0.0,2.65,-2.33003,1.03157
2020-04-13 07:00:00,2020-04-13 07:00:00,5.62167,92.5,954.775,64.0,5.9,-5.89534,-0.170968
2020-04-13 08:00:00,2020-04-13 08:00:00,6.86,81.8333,954.752,260.333,5.65,-5.03282,-2.53
2020-04-13 09:00:00,2020-04-13 09:00:00,7.955,71.3333,954.457,476.333,5.66667,-4.95513,-2.69391
2020-04-13 10:00:00,2020-04-13 10:00:00,8.62333,65.6667,954.282,668.333,6.06667,-4.78578,-3.57472
2020-04-13 11:00:00,2020-04-13 11:00:00,9.575,62.8333,954.185,731.167,5.68333,-2.17119,-4.75712
2020-04-13 12:00:00,2020-04-13 12:00:00,10.5233,66.3333,953.983,775.667,5.76667,2.08304,-4.76942
2020-04-13 13:00:00,2020-04-13 13:00:00,11.0283,68.8333,953.783,476.667,5.6,1.45986,-4.15293
2020-04-13 14:00:00,2020-04-13 14:00:00,10.5667,73.6667,953.855,332.833,5.13333,2.54915,-0.359556
2020-04-13 15:00:00,2020-04-13 15:00:00,11.3183,72.3333,953.648,406.333,3.38333,-0.00707559,3.34255
2020-04-13 16:00:00,2020-04-13 16:00:00,11.6733,73.1667,953.623,538.167,4.91667,0.198304,4.84495
2020-04-13 17:00:00,2020-04-13 17:00:00,11.2133,74.5,954.038,279.167,5.4,0.967494,5.1739
2020-04-13 18:00:00,2020-04-13 18:00:00,10.1367,77.6667,954.738,62.1667,3.96667,-1.20852,3.6649
2020-04-13 19:00:00,2020-04-13 19:00:00,9.325,84.5,955.312,10.5,4.16667,1.51137,-2.18881
2020-04-13 20:00:00,2020-04-13 20:00:00,8.9,87.8333,955.887,0.0,6.13333,-4.31784,-3.15486
2020-04-13 21:00:00,2020-04-13 21:00:00,8.99333,86.1667,956.54,0.0,7.4,-5.76117,-4.6339
2020-04-13 22:00:00,2020-04-13 22:00:00,8.97333,91.3333,957.062,0.0,5.0,-4.09833,-2.53041
2020-04-13 23:00:00,2020-04-13 23:00:00,9.05,90.0,957.118,0.0,12.7,-10.9633,-6.36619
2020-04-14 00:00:00,2020-04-14 00:00:00,9.84,80.1667,957.055,0.0,11.6833,-8.56057,-7.87483
2020-04-14 01:00:00,2020-04-14 01:00:00,10.475,82.1667,956.892,0.0,13.7,-11.0248,-8.00602
2020-04-14 02:00:00,2020-04-14 02:00:00,11.1117,81.5,956.795,0.0,16.8167,-14.2691,-8.83531
2020-04-14 03:00:00,2020-04-14 03:00:00,11.2917,81.8333,956.682,0.0,15.3667,-12.5604,-8.81497
2020-04-14 04:00:00,2020-04-14 04:00:00,11.7283,80.3333,956.602,0.0,20.8333,-18.2616,-9.96036
2020-04-14 05:00:00,2020-04-14 05:00:00,12.3333,76.8333,956.595,0.0,16.0833,-12.5418,-9.82843
2020-04-14 06:00:00,2020-04-14 06:00:00,12.0617,78.0,956.607,0.0,9.56667,-4.52315,-8.40843
2020-04-14 07:00:00,2020-04-14 07:00:00,11.83,80.0,957.173,8.0,10.6167,-4.99709,-9.04363
2020-04-14 08:00:00,2020-04-14 08:00:00,11.7383,82.1667,957.335,105.5,10.4333,-5.13175,-7.77768
2020-04-14 09:00:00,2020-04-14 09:00:00,13.41,73.5,957.137,346.5,8.81667,-5.28932,-6.92178
2020-04-14 10:00:00,2020-04-14 10:00:00,14.78,69.3333,957.263,621.5,9.5,-3.85086,-8.25109
2020-04-14 11:00:00,2020-04-14 11:00:00,15.9917,68.5,957.352,802.833,9.55,-4.31994,-8.17812
2020-04-14 12:00:00,2020-04-14 12:00:00,17.26,63.8333,957.305,900.833,8.46667,1.59687,-8.18206
2020-04-14 13:00:00,2020-04-14 13:00:00,18.1167,62.1667,956.988,913.833,9.85,6.53534,-7.00728
2020-04-14 14:00:00,2020-04-14 14:00:00,18.605,58.5,956.62,859.667,9.36667,4.86975,-7.1494
2020-04-14 15:00:00,2020-04-14 15:00:00,17.93,63.3333,955.94,768.0,8.55,2.58433,5.71405
2020-04-14 16:00:00,2020-04-14 16:00:00,16.48,69.5,955.387,407.0,7.31667,0.900055,7.13593
2020-04-14 17:00:00,2020-04-14 17:00:00,15.1417,73.8333,955.158,233.167,7.81667,0.291925,7.73887
2020-04-14 18:00:00,2020-04-14 18:00:00,14.4067,77.8333,955.45,75.6667,5.9,0.349966,5.88105
2020-04-14 19:00:00,2020-04-14 19:00:00,14.0267,76.8333,955.41,21.6667,6.11667,-0.36499,5.90761
2020-04-14 20:00:00,2020-04-14 20:00:00,13.45,81.5,955.615,0.0,6.95,-5.20326,3.67257
2020-04-14 21:00:00,2020-04-14 21:00:00,13.3833,81.8333,956.158,0.333333,5.56667,-3.35929,1.185
2020-04-14 22:00:00,2020-04-14 22:00:00,13.69,76.5,955.65,0.0,7.21667,-6.87887,1.75584
2020-04-14 23:00:00,2020-04-14 23:00:00,13.635,82.6667,955.187,0.0,12.85,-11.997,-3.70362
2020-04-15 00:00:00,2020-04-15 00:00:00,14.2033,76.6667,954.713,1.5,11.5833,-8.24909,-8.0028
2020-04-15 01:00:00,2020-04-15 01:00:00,13.7183,75.8333,954.335,0.0,12.2333,-7.17587,-9.80187
2020-04-15 02:00:00,2020-04-15 02:00:00,13.6533,70.5,953.917,0.0,15.35,-8.655,-12.4245
2020-04-15 03:00:00,2020-04-15 03:00:00,13.475,69.1667,953.407,0.0,12.5667,-2.77562,-12.1287
2020-04-15 04:00:00,2020-04-15 04:00:00,12.52,72.6667,953.652,0.0,9.68333,2.63911,-8.29816
2020-04-15 05:00:00,2020-04-15 05:00:00,11.45,77.1667,953.722,0.0,4.95,-0.168194,-4.00246
2020-04-15 06:00:00,2020-04-15 06:00:00,11.9433,74.5,953.732,0.0,7.43333,-0.819823,-7.24595
2020-04-15 07:00:00,2020-04-15 07:00:00,11.35,80.3333,954.142,5.0,9.88333,-2.25158,-9.57517
2020-04-15 08:00:00,2020-04-15 08:00:00,11.22,82.8333,954.235,103.0,12.3,1.46591,-12.1213
2020-04-15 09:00:00,2020-04-15 09:00:00,11.5117,81.6667,954.215,199.0,10.9333,-0.696068,-10.4772
2020-04-15 10:00:00,2020-04-15 10:00:00,12.4767,76.1667,954.325,486.0,10.4833,0.52578,-10.2851
2020-04-15 11:00:00,2020-04-15 11:00:00,13.67,70.1667,954.512,481.333,10.05,2.77058,-9.58823
2020-04-15 12:00:00,2020-04-15 12:00:00,14.2317,68.6667,954.2,414.0,7.48333,-0.28506,-6.67456
2020-04-15 13:00:00,2020-04-15 13:00:00,12.1933,80.6667,953.837,143.667,15.65,8.40213,-11.3984
2020-04-15 14:00:00,2020-04-15 14:00:00,10.3317,88.6667,953.61,356.167,15.0333,-0.285763,-14.7969
2020-04-15 15:00:00,2020-04-15 15:00:00,11.9733,81.8333,953.445,403.5,9.83333,3.22514,-9.22449
2020-04-15 16:00:00,2020-04-15 16:00:00,10.5183,87.1667,953.538,71.8333,15.55,12.8385,-7.99626
2020-04-15 17:00:00,2020-04-15 17:00:00,9.63667,92.5,953.86,115.667,19.4833,15.767,-11.3124
2020-04-15 18:00:00,2020-04-15 18:00:00,9.82333,93.8333,954.353,78.5,16.8833,13.0203,-10.7111
2020-04-15 19:00:00,2020-04-15 19:00:00,10.0133,95.3333,955.022,55.0,17.2833,15.2165,-8.12001
2020-04-15 20:00:00,2020-04-15 20:00:00,10.1633,93.8333,955.768,1.0,21.8167,19.7155,-9.25732
2020-04-15 21:00:00,2020-04-15 21:00:00,10.1533,93.0,956.795,0.0,21.4667,19.2088,-9.37057
2020-04-15 22:00:00,2020-04-15 22:00:00,9.89667,92.1667,957.165,0.0,19.0833,14.757,-12.0324
2020-04-15 23:00:00,2020-04-15 23:00:00,9.93333,96.5,957.002,0.0,19.4,14.2284,-13.1827
2020-04-16 00:00:00,2020-04-16 00:00:00,9.89167,99.3333,957.072,0.0,17.3667,12.7391,-11.7318
2020-04-16 01:00:00,2020-04-16 01:00:00,10.0617,98.6667,956.988,0.0,25.95,21.6375,-14.2963
2020-04-16 02:00:00,2020-04-16 02:00:00,10.055,97.1667,956.723,0.0,26.3833,20.4267,-16.655
2020-04-16 03:00:00,2020-04-16 03:00:00,10.1733,96.1667,956.813,0.0,25.6333,20.6011,-15.167
2020-04-16 04:00:00,2020-04-16 04:00:00,10.315,93.5,956.673,0.0,25.25,19.0415,-16.555
2020-04-16 05:00:00,2020-04-16 05:00:00,10.53,88.3333,956.51,0.0,21.9833,14.6511,-16.0812
2020-04-16 06:00:00,2020-04-16 06:00:00,10.4283,87.8333,956.115,0.0,15.7,5.14824,-14.5084
2020-04-16 07:00:00,2020-04-16 07:00:00,10.375,86.6667,955.807,11.5,14.2167,0.881991,-14.0705
2020-04-16 08:00:00,2020-04-16 08:00:00,11.0333,78.6667,955.502,41.6667,20.9167,2.73784,-20.7304
2020-04-16 09:00:00,2020-04-16 09:00:00,10.8683,81.6667,955.542,78.8333,19.5833,5.9606,-18.5689
2020-04-16 10:00:00,2020-04-16 10:00:00,10.3267,89.5,955.43,115.833,18.2833,3.11067,-17.9684
2020-04-16 11:00:00,2020-04-16 11:00:00,10.94,85.5,955.225,151.667,18.0333,4.33703,-17.4796
2020-04-16 12:00:00,2020-04-16 12:00:00,10.6567,92.0,955.147,231.667,17.6833,11.7505,-12.7081
2020-04-16 13:00:00,2020-04-16 13:00:00,10.3617,96.1667,955.148,130.167,21.55,16.2827,-14.0485
2020-04-16 14:00:00,2020-04-16 14:00:00,10.8067,97.0,955.213,271.167,17.85,14.5712,-9.99862
2020-04-16 15:00:00,2020-04-16 15:00:00,11.655,90.0,954.868,256.333,20.2167,18.8632,-7.12371
2020-04-16 16:00:00,2020-04-16 16:00:00,10.8983,86.0,954.723,231.833,21.4333,19.0639,-9.23422
2020-04-16 17:00:00,2020-04-16 17:00:00,9.98,97.0,954.567,62.8333,15.0667,2.14725,-14.2311
2020-04-16 18:00:00,2020-04-16 18:00:00,10.07,98.3333,954.073,15.5,14.0833,1.74341,-12.6467
2020-04-16 19:00:00,2020-04-16 19:00:00,10.6483,95.6667,954.255,28.6667,21.5167,20.4613,-6.4614
2020-04-16 20:00:00,2020-04-16 20:00:00,11.2483,95.3333,954.405,2.0,21.7333,20.5066,-7.16523
2020-04-16 21:00:00,2020-04-16 21:00:00,11.325,95.1667,955.135,0.0,20.3,19.108,-6.78777
2020-04-16 22:00:00,2020-04-16 22:00:00,11.295,94.1667,955.5,0.0,22.95,21.7817,-7.21154
2020-04-16 23:00:00,2020-04-16 23:00:00,11.1,94.1667,955.602,0.0,19.35,17.1233,-8.83167
2020-04-17 00:00:00,2020-04-17 00:00:00,10.8617,94.5,955.517,0.0,24.3833,22.7306,-8.71692
2020-04-17 01:00:00,2020-04-17 01:00:00,10.8417,94.6667,955.418,0.0,26.25,24.4839,-9.12323
2020-04-17 02:00:00,2020-04-17 02:00:00,11.1017,92.1667,955.165,0.0,25.4333,23.7595,-8.92242
2020-04-17 03:00:00,2020-04-17 03:00:00,11.1033,92.3333,955.073,0.0,23.2167,21.3256,-8.9944
2020-04-17 04:00:00,2020-04-17 04:00:00,10.545,95.6667,955.117,0.0,24.5,22.6094,-9.28181
2020-04-17 05:00:00,2020-04-17 05:00:00,10.39,97.0,955.282,0.0,22.6333,21.4641,-7.13298
2020-04-17 06:00:00,2020-04-17 06:00:00,10.3983,95.3333,955.365,0.0,25.85,24.1546,-9.16336
2020-04-17 07:00:00,2020-04-17 07:00:00,10.1767,95.8333,956.293,20.0,17.4333,14.8056,-8.93764
2020-04-17 08:00:00,2020-04-17 08:00:00,9.82,95.6667,956.777,54.5,14.8833,11.7577,-8.75979
2020-04-17 09:00:00,2020-04-17 09:00:00,9.49167,99.6667,957.172,93.3333,13.55,6.9552,-11.4795
2020-04-17 10:00:00,2020-04-17 10:00:00,9.62333,100.0,957.59,124.833,15.6833,11.7037,-10.1972
2020-04-17 11:00:00,2020-04-17 11:00:00,10.2967,96.6667,958.198,221.333,17.4833,16.5508,-5.57435
2020-04-17 12:00:00,2020-04-17 12:00:00,11.5583,89.5,958.433,666.167,17.9833,17.0721,-5.6136
2020-04-17 13:00:00,2020-04-17 13:00:00,12.545,82.3333,958.597,684.667,18.9667,17.9831,-5.9893
2020-04-17 14:00:00,2020-04-17 14:00:00,12.7367,80.0,958.902,409.333,19.0,18.1028,-5.75781
2020-04-17 15:00:00,2020-04-17 15:00:00,12.485,81.5,959.157,264.333,16.8833,16.1593,-4.86746
2020-04-17 16:00:00,2020-04-17 16:00:00,11.985,86.8333,959.117,362.0,20.2333,19.2983,-6.04905
2020-04-17 17:00:00,2020-04-17 17:00:00,11.945,87.8333,959.237,256.167,18.4167,17.548,-5.58731
2020-04-17 18:00:00,2020-04-17 18:00:00,11.6883,89.1667,959.682,111.667,15.9833,15.2844,-4.6595
2020-04-17 19:00:00,2020-04-17 19:00:00,11.47,89.8333,959.95,58.3333,10.55,10.2119,-2.62094
2020-04-17 20:00:00,2020-04-17 20:00:00,10.96,91.3333,960.63,1.16667,8.4,8.1043,-2.1825
2020-04-17 21:00:00,2020-04-17 21:00:00,10.7533,94.0,961.447,0.0,8.06667,7.28277,-3.33894
2020-04-17 22:00:00,2020-04-17 22:00:00,10.4967,95.6667,961.805,0.0,7.06667,5.66973,-4.13703
2020-04-17 23:00:00,2020-04-17 23:00:00,10.5633,96.1667,961.6,0.0,10.4,9.60715,-3.96742
2020-04-18 00:00:00,2020-04-18 00:00:00,10.6133,95.8333,961.655,0.0,10.2,8.98766,-4.79451
2020-04-18 01:00:00,2020-04-18 01:00:00,10.44,96.8333,961.535,0.0,10.2667,7.12991,-5.88553
2020-04-18 02:00:00,2020-04-18 02:00:00,10.215,99.5,961.2,0.0,9.03333,1.31009,-8.92707
2020-04-18 03:00:00,2020-04-18 03:00:00,10.1033,99.3333,961.295,0.0,7.08333,3.18527,-6.1184
2020-04-18 04:00:00,2020-04-18 04:00:00,10.0483,98.6667,961.47,0.0,11.6333,6.31505,-9.55749
2020-04-18 05:00:00,2020-04-18 05:00:00,10.2067,97.3333,961.763,0.0,9.95,5.54608,-8.07728
2020-04-18 06:00:00,2020-04-18 06:00:00,10.0567,97.8333,962.048,0.0,11.1667,7.44846,-8.14793
2020-04-18 07:00:00,2020-04-18 07:00:00,9.99667,98.5,962.578,10.8333,9.48333,6.92999,-6.35538
2020-04-18 08:00:00,2020-04-18 08:00:00,10.135,98.6667,963.003,91.6667,11.7167,9.26328,-7.162
2020-04-18 09:00:00,2020-04-18 09:00:00,10.7883,97.0,963.075,288.333,10.15,8.05858,-6.1088
2020-04-18 10:00:00,2020-04-18 10:00:00,11.3983,93.3333,963.278,381.667,10.55,8.82538,-5.6396
2020-04-18 11:00:00,2020-04-18 11:00:00,12.7167,86.0,963.372,524.5,8.13333,6.95485,-3.97853
2020-04-18 12:00:00,2020-04-18 12:00:00,13.92,77.5,963.163,682.833,6.85,6.04994,-1.60515
2020-04-18 13:00:00,2020-04-18 13:00:00,13.7333,83.0,962.88,555.5,4.48333,2.17387,3.85584
2020-04-18 14:00:00,2020-04-18 14:00:00,13.9133,79.6667,962.575,560.0,6.43333,2.00821,6.01254
2020-04-18 15:00:00,2020-04-18 15:00:00,13.3,82.8333,962.193,473.667,7.01667,-0.711583,6.89938
2020-04-18 16:00:00,2020-04-18 16:00:00,13.4233,83.6667,961.738,553.333,8.01667,-0.894794,7.87088
2020-04-18 17:00:00,2020-04-18 17:00:00,13.05,84.1667,961.662,395.167,8.6,0.808865,8.50963
2020-04-18 18:00:00,2020-04-18 18:00:00,12.36,89.6667,961.698,219.5,8.21667,1.06011,8.11204
2020-04-18 19:00:00,2020-04-18 19:00:00,11.365,95.0,961.662,51.6667,5.95,-0.592336,5.87919
