,time,ta,hr,pr,rs,vv,vn,ve
2020-01-01 00:00:00,2020-01-01 00:00:00,7.76667,96.1667,977.633,0.0,5.53333,-4.48599,-3.21365
2020-01-01 01:00:00,2020-01-01 01:00:00,7.35,97.5,977.05,0.0,5.88333,-2.41991,-5.24265
2020-01-01 02:00:00,2020-01-01 02:00:00,8.11667,77.1667,976.65,0.0,7.38333,1.1587,-7.22844
2020-01-01 03:00:00,2020-01-01 03:00:00,8.15,69.1667,976.583,0.0,11.1333,2.9301,-10.6889
2020-01-01 04:00:00,2020-01-01 04:00:00,7.91667,63.5,976.767,0.0,6.33333,-1.05663,-6.07475
2020-01-01 05:00:00,2020-01-01 05:00:00,7.35,68.5,976.633,0.0,6.75,-0.584663,-6.67449
2020-01-01 06:00:00,2020-01-01 06:00:00,7.01667,69.1667,976.617,0.0,7.15,-1.20107,-6.92616
2020-01-01 07:00:00,2020-01-01 07:00:00,7.0,69.1667,976.833,0.0,6.01667,-0.27281,-5.98185
2020-01-01 08:00:00,2020-01-01 08:00:00,8.08333,57.1667,976.883,0.0,10.4333,1.7642,-10.2413
2020-01-01 09:00:00,2020-01-01 09:00:00,8.6,52.1667,976.933,53.5,8.9,-0.502241,-8.7855
2020-01-01 10:00:00,2020-01-01 10:00:00,8.56667,55.0,977.433,195.5,5.51667,-1.90528,-5.13037
2020-01-01 11:00:00,2020-01-01 11:00:00,9.03333,53.1667,977.85,333.333,6.68333,-2.69078,-6.06642
2020-01-01 12:00:00,2020-01-01 12:00:00,10.35,50.3333,977.567,419.5,4.48333,-0.770279,-4.27261
2020-01-01 13:00:00,2020-01-01 13:00:00,11.3333,57.8333,976.867,451.667,3.53333,2.77034,-2.12507
2020-01-01 14:00:00,2020-01-01 14:00:00,11.5833,66.8333,976.35,430.333,2.83333,2.62435,-1.03104
2020-01-01 15:00:00,2020-01-01 15:00:00,11.7,71.3333,976.2,340.167,1.96667,1.32559,0.806868
2020-01-01 16:00:00,2020-01-01 16:00:00,10.4833,78.8333,976.317,212.0,1.7,1.24204,0.593017
2020-01-01 17:00:00,2020-01-01 17:00:00,9.66667,81.1667,976.183,73.5,2.76667,1.67266,-1.9729
2020-01-01 18:00:00,2020-01-01 18:00:00,9.08333,71.3333,976.15,1.5,4.36667,0.887432,-4.22641
2020-01-01 19:00:00,2020-01-01 19:00:00,8.9,68.8333,976.233,0.0,5.73333,1.79684,-5.33427
2020-01-01 20:00:00,2020-01-01 20:00:00,8.48333,72.8333,976.0,0.0,9.38333,2.8889,-8.90949
2020-01-01 21:00:00,2020-01-01 21:00:00,8.18333,73.8333,975.85,0.0,11.5167,3.92698,-10.7334
2020-01-01 22:00:00,2020-01-01 22:00:00,8.6,69.5,976.0,0.0,6.15,1.19287,-5.79731
2020-01-01 23:00:00,2020-01-01 23:00:00,7.55,72.3333,975.9,0.0,4.73333,-0.0258308,-4.72233
2020-01-02 00:00:00,2020-01-02 00:00:00,8.08333,73.6667,975.617,0.0,7.15,3.44129,-6.17964
2020-01-02 01:00:00,2020-01-02 01:00:00,8.96667,71.3333,975.067,0.0,9.31667,7.04465,-5.90418
2020-01-02 02:00:00,2020-01-02 02:00:00,9.25,68.8333,974.667,0.0,10.4167,9.77913,-3.49535
2020-01-02 03:00:00,2020-01-02 03:00:00,8.78333,70.8333,974.567,0.0,10.2333,9.18835,-4.35796
2020-01-02 04:00:00,2020-01-02 04:00:00,7.93333,76.3333,974.267,0.0,8.21667,6.34664,-5.18656
2020-01-02 05:00:00,2020-01-02 05:00:00,7.06667,82.3333,974.217,0.0,7.25,6.371,-3.31554
2020-01-02 06:00:00,2020-01-02 06:00:00,6.93333,91.5,974.033,0.0,13.6,11.8157,-6.62199
2020-01-02 07:00:00,2020-01-02 07:00:00,7.13333,92.0,974.233,0.0,13.4,12.0972,-5.2754
2020-01-02 08:00:00,2020-01-02 08:00:00,7.5,89.1667,974.633,0.0,13.8,13.1162,-4.242
2020-01-02 09:00:00,2020-01-02 09:00:00,7.35,88.8333,975.133,12.3333,13.8667,11.7541,-7.30328
2020-01-02 10:00:00,2020-01-02 10:00:00,7.3,89.5,975.7,35.3333,15.1333,12.4218,-8.63927
2020-01-02 11:00:00,2020-01-02 11:00:00,7.38333,88.6667,975.8,83.0,21.2167,17.0875,-12.5592
2020-01-02 12:00:00,2020-01-02 12:00:00,7.5,87.0,976.017,84.5,18.8,14.1949,-12.2998
2020-01-02 13:00:00,2020-01-02 13:00:00,7.65,88.5,975.683,57.3333,16.9667,13.3498,-10.4646
2020-01-02 14:00:00,2020-01-02 14:00:00,7.48333,90.3333,975.067,59.6667,16.8667,13.0501,-10.6573
2020-01-02 15:00:00,2020-01-02 15:00:00,7.36667,92.1667,974.767,29.8333,18.0833,14.5852,-10.6834
2020-01-02 16:00:00,2020-01-02 16:00:00,7.3,94.0,974.683,20.0,17.5833,13.8887,-10.7783
2020-01-02 17:00:00,2020-01-02 17:00:00,7.36667,94.5,974.683,10.8333,18.0167,13.8299,-11.5435
2020-01-02 18:00:00,2020-01-02 18:00:00,7.6,94.0,974.767,0.166667,16.4333,11.319,-11.8657
2020-01-02 19:00:00,2020-01-02 19:00:00,7.8,92.3333,975.183,0.0,12.0333,7.8278,-9.12454
2020-01-02 20:00:00,2020-01-02 20:00:00,8.5,88.0,975.8,0.0,10.0833,8.09896,-5.95031
2020-01-02 21:00:00,2020-01-02 21:00:00,9.13333,84.8333,976.017,0.0,11.55,9.73975,-6.1362
2020-01-02 22:00:00,2020-01-02 22:00:00,9.06667,85.8333,976.15,0.0,9.68333,7.04529,-6.58647
2020-01-02 23:00:00,2020-01-02 23:00:00,8.8,87.5,976.483,0.0,8.0,2.60169,-7.10953
2020-01-03 00:00:00,2020-01-03 00:00:00,8.95,88.5,976.567,0.0,9.33333,2.78657,-8.16473
2020-01-03 01:00:00,2020-01-03 01:00:00,9.4,90.0,976.483,0.0,10.2167,9.49339,-3.50925
2020-01-03 02:00:00,2020-01-03 02:00:00,9.2,91.0,976.317,0.0,10.5167,8.25755,-6.06419
2020-01-03 03:00:00,2020-01-03 03:00:00,9.05,92.8333,976.367,0.0,9.71667,6.28787,-7.35766
2020-01-03 04:00:00,2020-01-03 04:00:00,8.8,93.3333,976.217,0.0,11.3833,7.39401,-8.49589
2020-01-03 05:00:00,2020-01-03 05:00:00,8.93333,94.3333,976.217,0.0,9.7,4.90155,-8.11845
2020-01-03 06:00:00,2020-01-03 06:00:00,9.25,94.5,976.4,0.0,7.88333,4.1933,-6.27716
2020-01-03 07:00:00,2020-01-03 07:00:00,9.43333,97.8333,976.867,0.0,10.8333,9.11199,-5.19355
2020-01-03 08:00:00,2020-01-03 08:00:00,9.8,99.1667,977.1,0.0,14.8167,13.5103,-6.03466
2020-01-03 09:00:00,2020-01-03 09:00:00,9.93333,100.0,977.7,1.66667,12.9,12.1673,-4.26382
2020-01-03 10:00:00,2020-01-03 10:00:00,10.0333,100.0,978.567,13.5,5.1,4.91036,-1.35966
2020-01-03 11:00:00,2020-01-03 11:00:00,10.0333,100.0,979.333,34.8333,2.9,2.80087,-0.594417
2020-01-03 12:00:00,2020-01-03 12:00:00,10.2167,100.0,979.567,86.5,1.38333,1.05522,0.7196
2020-01-03 13:00:00,2020-01-03 13:00:00,10.1667,100.0,979.383,79.6667,2.41667,-0.564681,2.15999
2020-01-03 14:00:00,2020-01-03 14:00:00,10.1,100.0,979.067,197.667,1.21667,0.21764,0.888016
2020-01-03 15:00:00,2020-01-03 15:00:00,10.3667,98.0,978.917,123.167,1.48333,-0.673081,0.888852
2020-01-03 16:00:00,2020-01-03 16:00:00,10.15,95.0,979.117,101.0,3.05,-2.6089,-0.842008
2020-01-03 17:00:00,2020-01-03 17:00:00,9.78333,96.8333,979.45,77.5,1.61667,-0.375929,-1.25871
2020-01-03 18:00:00,2020-01-03 18:00:00,9.23333,92.6667,979.717,2.33333,4.41667,-4.27278,-0.627233
2020-01-03 19:00:00,2020-01-03 19:00:00,9.31667,94.1667,980.017,0.0,4.7,-4.5463,0.81872
2020-01-03 20:00:00,2020-01-03 20:00:00,9.1,94.3333,980.283,0.0,4.08333,-3.98332,-0.384832
2020-01-03 21:00:00,2020-01-03 21:00:00,8.31667,99.6667,980.567,0.0,4.65,-4.56293,-0.419041
2020-01-03 22:00:00,2020-01-03 22:00:00,8.06667,100.0,980.917,0.0,4.83333,-3.24743,-2.72631
2020-01-03 23:00:00,2020-01-03 23:00:00,8.15,100.0,980.933,0.0,9.51667,-1.5132,-9.18589
2020-01-04 00:00:00,2020-01-04 00:00:00,7.73333,100.0,980.95,0.0,10.6333,-0.664723,-10.4937
2020-01-04 01:00:00,2020-01-04 01:00:00,7.41667,100.0,980.55,0.0,10.4667,-1.4474,-10.3259
2020-01-04 02:00:00,2020-01-04 02:00:00,7.13333,100.0,980.383,0.0,7.68333,-0.610862,-7.59377
2020-01-04 03:00:00,2020-01-04 03:00:00,6.86667,99.6667,980.467,0.0,4.96667,-0.693117,-4.87617
2020-01-04 04:00:00,2020-01-04 04:00:00,6.7,97.8333,980.433,0.0,9.53333,1.57843,-9.38234
2020-01-04 05:00:00,2020-01-04 05:00:00,6.05,99.0,980.3,0.0,10.2833,4.03572,-9.38878
2020-01-04 06:00:00,2020-01-04 06:00:00,6.01667,98.5,980.15,0.0,12.1,2.35901,-11.8571
2020-01-04 07:00:00,2020-01-04 07:00:00,5.88333,99.0,980.4,0.0,11.1833,1.11264,-11.0907
2020-01-04 08:00:00,2020-01-04 08:00:00,5.68333,100.0,980.8,0.0,10.8667,1.16871,-10.7855
2020-01-04 09:00:00,2020-01-04 09:00:00,5.73333,100.0,981.1,37.6667,11.1333,1.88891,-10.9613
2020-01-04 10:00:00,2020-01-04 10:00:00,6.25,99.0,981.417,178.833,9.95,1.77596,-9.77849
2020-01-04 11:00:00,2020-01-04 11:00:00,7.18333,95.6667,981.517,325.333,9.01667,1.68587,-8.83796
2020-01-04 12:00:00,2020-01-04 12:00:00,7.88333,93.3333,981.183,415.5,8.96667,2.80941,-8.39511
2020-01-04 13:00:00,2020-01-04 13:00:00,8.75,89.6667,980.3,455.0,8.13333,1.78238,-7.78521
2020-01-04 14:00:00,2020-01-04 14:00:00,9.11667,87.5,979.433,433.5,9.01667,3.28468,-8.13818
2020-01-04 15:00:00,2020-01-04 15:00:00,8.96667,86.3333,978.983,353.667,10.4833,5.03706,-9.0514
2020-01-04 16:00:00,2020-01-04 16:00:00,8.83333,86.1667,978.817,229.333,8.53333,3.90512,-7.4955
2020-01-04 17:00:00,2020-01-04 17:00:00,8.26667,87.8333,978.933,88.3333,7.3,2.03229,-7.00036
2020-01-04 18:00:00,2020-01-04 18:00:00,7.41667,91.5,979.1,3.16667,7.88333,1.03298,-7.74226
2020-01-04 19:00:00,2020-01-04 19:00:00,7.08333,91.8333,979.267,0.0,7.33333,-0.546636,-7.30163
2020-01-04 20:00:00,2020-01-04 20:00:00,6.68333,92.0,979.55,0.0,7.28333,-1.12116,-7.16331
2020-01-04 21:00:00,2020-01-04 21:00:00,6.01667,94.5,979.383,0.0,8.8,0.0645696,-8.77938
2020-01-04 22:00:00,2020-01-04 22:00:00,6.46667,91.5,979.267,0.0,7.06667,-1.25063,-6.9427
2020-01-04 23:00:00,2020-01-04 23:00:00,6.91667,85.8333,979.217,0.0,5.48333,-2.21576,-4.98346
2020-01-05 00:00:00,2020-01-05 00:00:00,7.68333,78.0,979.033,0.0,3.63333,-1.89742,-3.03949
2020-01-05 01:00:00,2020-01-05 01:00:00,6.11667,87.1667,978.45,0.0,5.3,-3.87381,-3.57654
2020-01-05 02:00:00,2020-01-05 02:00:00,6.8,84.8333,977.783,0.0,5.4,-3.72688,-3.79547
2020-01-05 03:00:00,2020-01-05 03:00:00,7.38333,82.0,977.567,0.0,2.63333,-1.89208,-0.866141
2020-01-05 04:00:00,2020-01-05 04:00:00,7.13333,86.3333,977.383,0.0,1.01667,-0.712601,0.702058
2020-01-05 05:00:00,2020-01-05 05:00:00,7.0,89.8333,977.2,0.0,1.13333,0.543523,0.974726
2020-01-05 06:00:00,2020-01-05 06:00:00,6.5,96.6667,977.283,0.0,2.26667,1.09998,1.91275
2020-01-05 07:00:00,2020-01-05 07:00:00,6.45,97.5,977.35,0.0,0.583333,0.417524,0.390844
2020-01-05 08:00:00,2020-01-05 08:00:00,6.73333,97.8333,977.133,0.0,0.5,-0.357676,0.262163
2020-01-05 09:00:00,2020-01-05 09:00:00,6.55,96.1667,977.15,32.0,1.11667,-0.739597,-0.0820885
2020-01-05 10:00:00,2020-01-05 10:00:00,5.98333,94.6667,977.283,181.333,2.76667,-1.0942,-2.45717
2020-01-05 11:00:00,2020-01-05 11:00:00,7.33333,89.0,977.133,326.0,3.5,0.326938,-3.19584
2020-01-05 12:00:00,2020-01-05 12:00:00,8.4,75.0,976.783,421.0,6.11667,3.42405,-4.94222
2020-01-05 13:00:00,2020-01-05 13:00:00,9.7,68.3333,976.033,453.833,3.55,2.80797,-1.89367
2020-01-05 14:00:00,2020-01-05 14:00:00,9.73333,67.3333,975.167,432.833,5.15,3.02379,-3.95125
2020-01-05 15:00:00,2020-01-05 15:00:00,10.7833,66.0,974.7,353.0,2.38333,1.81668,-0.313041
2020-01-05 16:00:00,2020-01-05 16:00:00,10.65,70.3333,974.5,223.833,1.5,-0.282436,0.815222
2020-01-05 17:00:00,2020-01-05 17:00:00,9.68333,71.1667,974.517,82.0,1.4,-1.38835,0.05063
2020-01-05 18:00:00,2020-01-05 18:00:00,8.43333,75.8333,974.55,2.5,1.0,-0.896303,0.153931
2020-01-05 19:00:00,2020-01-05 19:00:00,7.9,78.3333,974.65,0.0,1.41667,-1.35372,-0.0107455
2020-01-05 20:00:00,2020-01-05 20:00:00,8.4,74.0,974.717,0.0,4.38333,-4.336,-0.514053
2020-01-05 21:00:00,2020-01-05 21:00:00,7.5,72.5,974.533,0.0,4.88333,-0.727162,-4.65204
2020-01-05 22:00:00,2020-01-05 22:00:00,7.21667,75.8333,974.133,0.0,7.91667,-0.0406208,-7.86093
2020-01-05 23:00:00,2020-01-05 23:00:00,7.03333,76.8333,974.117,0.0,7.76667,3.35397,-6.85498
2020-01-06 00:00:00,2020-01-06 00:00:00,7.16667,75.1667,974.517,0.0,5.33333,1.07037,-5.14581
2020-01-06 01:00:00,2020-01-06 01:00:00,7.68333,71.8333,974.417,0.0,1.8,0.42533,-1.44379
2020-01-06 02:00:00,2020-01-06 02:00:00,6.58333,77.6667,973.8,0.0,3.83333,-2.00333,-3.21179
2020-01-06 03:00:00,2020-01-06 03:00:00,6.88333,75.3333,973.817,0.0,2.9,0.520674,-2.64344
2020-01-06 04:00:00,2020-01-06 04:00:00,7.28333,68.6667,974.183,0.0,0.583333,0.423662,-0.221494
2020-01-06 05:00:00,2020-01-06 05:00:00,6.85,72.3333,974.317,0.0,1.73333,1.23291,0.576848
2020-01-06 06:00:00,2020-01-06 06:00:00,6.41667,84.5,974.483,0.0,1.98333,1.72491,0.725996
2020-01-06 07:00:00,2020-01-06 07:00:00,6.33333,88.6667,974.683,0.0,3.35,0.911554,-1.84546
2020-01-06 08:00:00,2020-01-06 08:00:00,5.46667,88.0,974.817,0.0,4.06667,-0.914996,-3.86061
2020-01-06 09:00:00,2020-01-06 09:00:00,6.56667,89.3333,975.267,70.6667,1.56667,0.0474363,-1.1134
2020-01-06 10:00:00,2020-01-06 10:00:00,7.96667,84.8333,976.067,133.333,1.01667,0.929811,0.303347
2020-01-06 11:00:00,2020-01-06 11:00:00,8.1,86.8333,976.683,148.333,1.68333,1.07799,1.22676
2020-01-06 12:00:00,2020-01-06 12:00:00,8.25,86.8333,976.6,238.667,1.7,1.37823,-0.192019
2020-01-06 13:00:00,2020-01-06 13:00:00,9.1,80.6667,976.083,334.0,2.96667,2.73478,-0.687722
2020-01-06 14:00:00,2020-01-06 14:00:00,9.2,79.6667,975.333,405.333,4.66667,2.30657,-3.52056
2020-01-06 15:00:00,2020-01-06 15:00:00,8.85,82.3333,975.2,255.833,3.76667,2.3589,-2.6121
2020-01-06 16:00:00,2020-01-06 16:00:00,8.86667,82.8333,975.8,84.8333,1.88333,-0.283746,1.4554
2020-01-06 17:00:00,2020-01-06 17:00:00,8.26667,87.1667,976.333,33.1667,3.38333,-1.55172,2.95415
2020-01-06 18:00:00,2020-01-06 18:00:00,7.88333,88.0,976.85,1.0,1.7,-1.63507,0.346787
2020-01-06 19:00:00,2020-01-06 19:00:00,7.81667,82.6667,977.117,0.0,0.9,-0.585603,0.572381
2020-01-06 20:00:00,2020-01-06 20:00:00,7.18333,84.5,977.483,0.0,1.41667,-1.12773,0.8387
2020-01-06 21:00:00,2020-01-06 21:00:00,7.01667,84.3333,977.283,0.0,3.96667,-3.56978,-1.26768
2020-01-06 22:00:00,2020-01-06 22:00:00,6.1,92.8333,977.267,0.0,4.45,-1.01305,-4.17593
2020-01-06 23:00:00,2020-01-06 23:00:00,5.56667,93.8333,977.167,0.0,10.0,2.65847,-9.59949
2020-01-07 00:00:00,2020-01-07 00:00:00,5.43333,90.3333,977.317,0.0,11.2333,0.796654,-11.1543
2020-01-07 01:00:00,2020-01-07 01:00:00,5.81667,88.5,977.35,0.0,11.1333,2.47626,-10.6895
2020-01-07 02:00:00,2020-01-07 02:00:00,6.7,81.6667,977.25,0.0,6.66667,4.0793,-5.1514
2020-01-07 03:00:00,2020-01-07 03:00:00,6.81667,80.6667,977.55,0.0,4.03333,0.913877,-3.66055
2020-01-07 04:00:00,2020-01-07 04:00:00,6.33333,83.6667,977.667,0.0,5.0,1.84827,-4.5653
2020-01-07 05:00:00,2020-01-07 05:00:00,6.03333,88.3333,977.567,0.0,4.38333,-1.54714,-4.03416
2020-01-07 06:00:00,2020-01-07 06:00:00,6.55,85.3333,977.6,0.0,1.86667,-0.974213,-1.48414
2020-01-07 07:00:00,2020-01-07 07:00:00,6.9,87.5,977.567,0.0,2.13333,-0.57956,-2.02661
2020-01-07 08:00:00,2020-01-07 08:00:00,6.65,86.6667,977.617,0.0,3.56667,-1.88897,-2.86704
2020-01-07 09:00:00,2020-01-07 09:00:00,5.98333,83.6667,977.8,48.8333,7.95,0.492311,-7.46335
2020-01-07 10:00:00,2020-01-07 10:00:00,6.68333,75.5,978.35,191.667,7.53333,2.66208,-6.92607
2020-01-07 11:00:00,2020-01-07 11:00:00,8.86667,78.5,979.0,320.333,3.6,1.1288,3.23371
2020-01-07 12:00:00,2020-01-07 12:00:00,9.23333,86.1667,979.033,405.333,3.13333,-0.121549,3.09659
2020-01-07 13:00:00,2020-01-07 13:00:00,10.6,80.6667,978.55,442.333,1.38333,0.372061,0.547688
2020-01-07 14:00:00,2020-01-07 14:00:00,10.65,80.5,977.933,410.833,2.55,-0.111351,2.53295
2020-01-07 15:00:00,2020-01-07 15:00:00,10.8833,78.5,977.433,341.667,3.31667,0.397598,3.17305
2020-01-07 16:00:00,2020-01-07 16:00:00,10.5,80.1667,977.6,225.167,2.03333,0.661373,1.72249
2020-01-07 17:00:00,2020-01-07 17:00:00,10.0,83.6667,977.65,86.1667,1.88333,1.46773,-0.236535
2020-01-07 18:00:00,2020-01-07 18:00:00,8.68333,90.3333,977.833,2.66667,1.15,-0.341266,0.0214485
2020-01-07 19:00:00,2020-01-07 19:00:00,8.25,91.0,978.167,0.0,0.866667,-0.336697,-0.468934
2020-01-07 20:00:00,2020-01-07 20:00:00,9.13333,79.1667,978.217,0.0,3.38333,-1.80255,-2.69372
2020-01-07 21:00:00,2020-01-07 21:00:00,9.63333,75.8333,978.3,0.0,3.6,-1.92622,-3.00012
2020-01-07 22:00:00,2020-01-07 22:00:00,9.43333,79.1667,978.383,0.0,3.18333,-1.83944,-2.56597
2020-01-07 23:00:00,2020-01-07 23:00:00,9.76667,87.5,978.283,0.0,0.966667,-0.213242,0.934266
2020-01-08 00:00:00,2020-01-08 00:00:00,9.55,95.5,977.933,0.0,1.05,-0.114294,0.641877
2020-01-08 01:00:00,2020-01-08 01:00:00,8.88333,94.1667,977.783,0.0,1.1,-0.24876,0.939964
2020-01-08 02:00:00,2020-01-08 02:00:00,9.4,98.6667,977.533,0.0,2.71667,-2.48894,0.516934
2020-01-08 03:00:00,2020-01-08 03:00:00,10.25,96.1667,977.383,0.0,3.01667,-2.95339,-0.0201822
2020-01-08 04:00:00,2020-01-08 04:00:00,10.2833,96.3333,977.117,0.0,0.35,-0.19786,-0.0998889
2020-01-08 05:00:00,2020-01-08 05:00:00,10.1667,95.8333,976.9,0.0,1.05,-0.321534,0.959446
2020-01-08 06:00:00,2020-01-08 06:00:00,10.3167,97.5,976.75,0.0,0.65,-0.42799,0.388665
2020-01-08 07:00:00,2020-01-08 07:00:00,10.8,99.6667,976.6,0.0,1.03333,-0.770196,0.530721
2020-01-08 08:00:00,2020-01-08 08:00:00,11.1,100.0,976.667,0.0,0.283333,-0.0578313,0.0879789
2020-01-08 09:00:00,2020-01-08 09:00:00,11.2333,100.0,976.9,17.6667,0.833333,-0.278717,-0.767132
2020-01-08 10:00:00,2020-01-08 10:00:00,10.55,100.0,977.183,52.8333,2.26667,-1.06399,-1.19711
2020-01-08 11:00:00,2020-01-08 11:00:00,11.9,100.0,977.417,152.0,1.15,0.741419,0.318867
2020-01-08 12:00:00,2020-01-08 12:00:00,12.65,99.1667,976.983,220.167,1.03333,0.217246,0.756082
2020-01-08 13:00:00,2020-01-08 13:00:00,13.2167,94.3333,976.3,185.0,1.73333,0.785878,0.916906
2020-01-08 14:00:00,2020-01-08 14:00:00,12.4,97.6667,975.7,73.5,1.3,0.62913,1.09876
2020-01-08 15:00:00,2020-01-08 15:00:00,12.1667,99.5,975.333,76.5,1.11667,1.00969,-0.426691
2020-01-08 16:00:00,2020-01-08 16:00:00,12.1,100.0,975.3,42.8333,0.7,0.612686,0.192835
2020-01-08 17:00:00,2020-01-08 17:00:00,11.9667,100.0,975.417,18.1667,0.716667,0.589408,-0.261604
2020-01-08 18:00:00,2020-01-08 18:00:00,11.9833,100.0,975.467,2.0,0.633333,0.476773,0.132069
2020-01-08 19:00:00,2020-01-08 19:00:00,11.7833,100.0,975.55,0.0,1.36667,0.95681,0.724897
2020-01-08 20:00:00,2020-01-08 20:00:00,11.6833,100.0,975.467,0.0,1.75,1.66389,0.117862
2020-01-08 21:00:00,2020-01-08 21:00:00,11.6833,100.0,975.133,0.0,2.5,2.45659,-0.365844
2020-01-08 22:00:00,2020-01-08 22:00:00,11.4,99.8333,974.933,0.0,3.33333,3.27677,-0.216537
2020-01-08 23:00:00,2020-01-08 23:00:00,11.4167,97.5,974.9,0.0,2.35,2.07089,0.303371
2020-01-09 00:00:00,2020-01-09 00:00:00,11.3333,97.0,974.567,0.0,2.78333,0.943209,-2.41273
2020-01-09 01:00:00,2020-01-09 01:00:00,11.45,97.0,974.017,0.0,5.03333,4.69809,-1.68237
2020-01-09 02:00:00,2020-01-09 02:00:00,11.4167,98.5,973.617,0.0,7.53333,7.20321,-2.19495
2020-01-09 03:00:00,2020-01-09 03:00:00,11.3833,100.0,973.417,0.0,6.56667,6.23803,-2.03369
2020-01-09 04:00:00,2020-01-09 04:00:00,11.3667,100.0,973.183,0.0,8.9,8.44942,-2.7592
2020-01-09 05:00:00,2020-01-09 05:00:00,11.2333,100.0,972.55,0.0,11.6167,10.9379,-3.89718
2020-01-09 06:00:00,2020-01-09 06:00:00,11.1,100.0,972.467,0.0,10.4833,9.84756,-3.54382
2020-01-09 07:00:00,2020-01-09 07:00:00,11.0,100.0,972.333,0.0,11.25,10.5658,-3.84622
2020-01-09 08:00:00,2020-01-09 08:00:00,11.0,100.0,972.067,0.0,12.6667,11.9502,-4.16945
2020-01-09 09:00:00,2020-01-09 09:00:00,10.95,100.0,971.817,13.1667,18.45,17.4748,-5.90577
2020-01-09 10:00:00,2020-01-09 10:00:00,11.0167,100.0,972.167,19.8333,16.3,15.3437,-5.46966
2020-01-09 11:00:00,2020-01-09 11:00:00,11.4833,100.0,972.117,69.6667,14.7167,13.8654,-4.9011
2020-01-09 12:00:00,2020-01-09 12:00:00,11.5833,100.0,972.15,64.6667,11.5333,9.2895,2.38404
2020-01-09 13:00:00,2020-01-09 13:00:00,10.7167,100.0,972.133,80.8333,16.45,7.43692,14.6248
2020-01-09 14:00:00,2020-01-09 14:00:00,10.3667,95.3333,972.333,113.667,15.65,4.52078,14.9798
2020-01-09 15:00:00,2020-01-09 15:00:00,8.96667,96.8333,972.917,100.167,10.8167,-0.365909,10.7621
2020-01-09 16:00:00,2020-01-09 16:00:00,8.86667,89.0,973.183,133.667,8.75,-0.220851,8.73381
2020-01-09 17:00:00,2020-01-09 17:00:00,8.73333,87.0,973.383,57.5,8.68333,-0.329441,8.61541
2020-01-09 18:00:00,2020-01-09 18:00:00,8.1,83.3333,973.967,1.5,7.51667,-1.81371,7.25861
2020-01-09 19:00:00,2020-01-09 19:00:00,7.75,80.0,974.683,0.0,5.58333,-1.07592,5.42524
2020-01-09 20:00:00,2020-01-09 20:00:00,7.8,84.8333,974.983,0.0,5.45,-1.50644,5.2138
2020-01-09 21:00:00,2020-01-09 21:00:00,7.56667,91.0,975.683,0.0,4.78333,-1.66141,4.47547
2020-01-09 22:00:00,2020-01-09 22:00:00,7.51667,90.5,976.217,0.0,4.15,-0.776239,4.05653
2020-01-09 23:00:00,2020-01-09 23:00:00,7.43333,89.5,976.467,0.0,4.93333,-1.99203,4.47113
2020-01-10 00:00:00,2020-01-10 00:00:00,6.98333,90.0,976.483,0.0,3.71667,-1.61936,3.33083
2020-01-10 01:00:00,2020-01-10 01:00:00,6.83333,88.3333,976.317,0.0,3.36667,-2.24613,2.48038
2020-01-10 02:00:00,2020-01-10 02:00:00,6.7,86.5,976.083,0.0,3.03333,-2.3874,1.85853
2020-01-10 03:00:00,2020-01-10 03:00:00,6.68333,84.0,976.383,0.0,3.01667,-2.54168,1.62216
2020-01-10 04:00:00,2020-01-10 04:00:00,6.46667,88.0,976.383,0.0,2.9,-2.80324,0.63
2020-01-10 05:00:00,2020-01-10 05:00:00,6.16667,87.3333,976.633,0.0,3.05,-2.45009,1.71338
2020-01-10 06:00:00,2020-01-10 06:00:00,5.95,88.5,977.133,0.0,2.8,-2.29684,1.50255
2020-01-10 07:00:00,2020-01-10 07:00:00,5.83333,89.6667,977.633,0.0,4.2,-3.78929,0.572153
2020-01-10 08:00:00,2020-01-10 08:00:00,5.68333,90.8333,977.8,0.0,5.03333,-5.00651,-0.173525
2020-01-10 09:00:00,2020-01-10 09:00:00,5.85,89.8333,977.933,40.1667,6.46667,-6.3195,-1.16786
2020-01-10 10:00:00,2020-01-10 10:00:00,6.46667,85.3333,978.4,186.333,9.56667,-8.03334,-5.10424
2020-01-10 11:00:00,2020-01-10 11:00:00,7.7,78.5,979.1,313.167,5.55,-5.10364,-1.25216
2020-01-10 12:00:00,2020-01-10 12:00:00,8.13333,77.3333,979.2,417.0,7.75,-7.45884,-1.86667
2020-01-10 13:00:00,2020-01-10 13:00:00,8.5,75.3333,978.467,455.5,5.5,-5.113,-1.60718
2020-01-10 14:00:00,2020-01-10 14:00:00,8.93333,74.0,978.05,337.0,6.36667,-6.28867,-0.625493
2020-01-10 15:00:00,2020-01-10 15:00:00,9.13333,73.3333,977.65,265.667,6.93333,-6.46565,-2.4819
2020-01-10 16:00:00,2020-01-10 16:00:00,9.01667,74.5,977.467,231.833,7.61667,-6.26387,-4.30865
2020-01-10 17:00:00,2020-01-10 17:00:00,8.86667,71.0,977.55,86.8333,4.7,-4.1965,-1.66956
2020-01-10 18:00:00,2020-01-10 18:00:00,8.25,71.6667,977.917,5.5,2.58333,-2.53954,-0.305293
2020-01-10 19:00:00,2020-01-10 19:00:00,8.11667,67.0,978.017,0.0,6.63333,-6.5377,-0.982469
